제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
24기야 다른건 모르겠고,[일반],"제발 연애할거면 너희들끼리 해라
23기엔 정상적인 애들 아무리 찾아도 없고 그나마 나은 애들은 이미 선배들이나 다른 학교 애들이 다 채갔다 
저 선배는 괜찮아보이는데 왜 여친이 없지? < 안괜찮은거
웹플은 명성 자자하니 알아서 거르겠지만 다른 과도 정상인 애들 없음
해방- 딥페 커뮤 등등 최악
디컨- 다 커뮤함 그리고 여미새/여혐 둘중하나
이비- 얘넨 뒤에서 말하는게 더러움

일년동안 학봉관에서 열심히 보고들은 결과다 정말 한명도 빠짐없이 다 저런다 아닌 애들 있을거 같지? 1년이면 물들고도 남는다
물론 나도 저 과들중 하나고 이미 디시에 물들어버렸지만 그래도 너네들 생각해서 적어봤다 23기가 아무리 잘해줘도 다 뒤에서 더럽게 놀거다 벌써 시동걸고 있고ㅇㅇ 24기는 어떨지 모르겠지만 적어도 우리들보단 나을거니까 내말 일년동안 잘 기억해놔",디갤러,추천 20,조회 1213,2025.02.04 17:21:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3785&page=6
조심해야 하는 것,[일반],"""스튜디오""",디갤러,추천 11,조회 689,2025.02.04 08:32:41,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3784&page=6
23기 잘들어라,[일반],23기가 여기에서 계속 짧치좌 이러면서 특정 쌤을 조리돌림하는데 니네 2학년 올라가서 실제 수업에서 깝치면 진짜 뒤진다. 그 선생님은 학생부장으로서의 책임을 다하기 위해 어쩔 수 없이 한 일들이 너희에겐 고까운 일이 되어서 이렇게 빌런선생님으로 꼽힌다만 절대 너네가 무시해선 안되는 선생님중 한 분이다. 이 선생님 수업 들으면서 한번도 수업에 대한 열정이 없던 적이 없으셨고 자신의 과목에 대해 자부심이 높고 학생부 일로 고생이 많으실텐데 교과과목 선생님으로서 한순간도 포기한 적 없었다. 그 선생님의 발언에 대해 미화하고 그런게 아니라 너희들의 선입견때문에 그 선생님의 1년이 좋지않으실까봐 말하는거다. 학생이 1순위이신 선생님이시다. 처신 잘해라,디갤러,추천 32,조회 1079,2025.02.02 15:14:52,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3783&page=6
기숙사의 단점,[일반],금딸 어떻게 하나요? 화장실에서 하는건가요? 이번 신입생인데 금딸할 절제력이 없어요,디갤러,추천 3,조회 730,2025.02.01 12:42:10,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3781&page=6
중3 올라가는데 이 학교 일베충들 많나요?,[일반],반갑노 이기야!,디갤러,추천 18,조회 639,2025.01.31 22:58:13,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3780&page=6
플롯 좀 바꿔라 ㅂ1신들아,[일반],"대충 뻘소리 + 참고로 난 24기 웹플임ㅋㅋ
언제까지 우려먹냐",디갤러,추천 13,조회 554,2025.01.31 19:19:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3779&page=6
웹플,[일반],"이번도 웹플 십입생입니다
친구들 다 나쁘지 않아보이던데
(안씻는 친구들 빼고)
인식이 왜이런가요?
그리고
검색으로 찾기가 힘들어서 그런데
동아리는 뭐가 좋을까요?
장단점 같은것도 알려주시면 감사하겠습니다",디갤러,추천 2,조회 541,2025.01.31 02:35:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3778&page=6
기사에 이딴 저급한 표현을 써도 되는거임?,[일반],"아무리 그래도 관세폭탄을 조진다니;; 뭐 ""관세를 부과했다"" 같이 좀 점잖은 표현으로 써야하는거 아닌가

난 참고로 24기 웹플임 ㅎㅎ
내 말에 동의하면 개추눌러줘~",디갤러,추천 27,조회 929,2025.01.30 23:29:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3776&page=6
웹플과는 왜 웹플임?,[일반],"웹프로그래밍보다 프로그래밍이 더 간지나지 않음?
웹 별로임",디갤러,추천 4,조회 416,2025.01.30 21:08:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3774&page=6
피어싱,[일반],피어싱 빡세게 잡나요?? 화장도 잡으면 무조건 잡히겟죠..,디갤러,추천 1,조회 357,2025.01.29 21:45:38,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3773&page=6
23기인데 다니면서 가장 조심해야될 인간상 1순위 알려준다,[일반],"씹덕도 웹플도 아닌 가장 조심해야될 1순위는..





하는거 없으면서 헬스장만 주구장창 다니는 애들임 ㅇㅇ
얘들은 지들이 갓생산다는 착각에 빠져서 어줍짢은 자만감이랑 우월감에 도취됨 실제로 하는건 없는데
이런 인간상 옆에있으면 피곤해지니까 만나면 무조건 피해라",ㅇㅇ,추천 22,조회 1207,2025.01.28 22:55:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3772&page=6
실시간 디붕이 폰 필름 금갔는데 어떡하냐?,[일반],"좃댓다 가운데에 필름 박살난거 보임?
이거 수리하려면 얼마정도 드냐?

참고로 나는 24기 웹플임 ㅎㅎ 
잘부탁해",디갤러,추천 32,조회 672,2025.01.28 21:23:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3771&page=6
디미고 핸폰사용 자유인가요?,[일반],"수업중 자습시간  기숙사 
핸드폰 규제없고 모두 자유인가요?
와이파이 빠방하게?",디갤러,추천 1,조회 608,2025.01.27 10:45:00,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3770&page=7
노트북에 진짜 디미고 딱지 붙인 사람 있음?,[일반],그 처음 OT때 준거 ㅇㅇ,디갤러,추천 0,조회 559,2025.01.27 03:43:10,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3769&page=7
화장 다 잡음?,[일반],진짜로화장하면안돼요? 지우라고하나요?,ㅇ,추천 0,조회 639,2025.01.23 10:58:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3766&page=7
작년 6월에 야짤 올리면서 글쓴 211.36 정신병자 고아새끼면 개추ㅋㅋ,[일반],그 섹파구해 맞지?,스미레,추천 2,조회 571,2025.01.23 03:00:08,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3765&page=7
24기 웹플 필독,[일반],"1. 나대지 말기
웹플엔 고만고만한 찐따들만 모여있으니깐 그중에서 인싸 타이틀 함 먹어보려고 나대는데 제발 나대지좀 마라
조용히 지내기O
먼저 말걸기O 
남들이 싫어하는 개병신관종짓X

2. 근자감 ㄴㄴ
1번의 연장선인데 본인은 공부 안해도 모의고사 잘본다느니 개발 고트에 수익까지 내고 있다느니 개 지랄 떨지 말고 걍 얌전히 있어라 
조용히 지내면서 개발 잘하고 공부 잘하면 알아서 이미지 올라가는데 꼭 본인 입으로 잘한다고 하는 새끼들중에 진짜 잘하는 새끼를 본적이 없다. 
특히 잘하지도 않는 새끼가 남 보면서 훈수 쳐 두고 이건 누구누구도 아는건데 ㅂㅅ이노 이지랄하는거 보면 진짜 없어보인다.

3. 동아리
학기 초에 동아리 많으니깐 다 하면 재밌을 것 같아서 이것저것 잡히는대로 가입하는 새끼들 꼭 반에 한명씩은 있는데 정말 인생에 도움 안되고 시간낭비니깐 2~3개정도만 하고 적당히 걸러라
특히 창동 <— 이새끼가 극과 극이다.
창동 잘 가입하면 개발 잘 배워서 나중에 도움 되고 대회나 프로젝트 하면서 경험 쌓을수도 있는데 
ㅈ같은데 잘못 들어가면 1년동안 구현 하지도 못할 이상한 프로젝트 한다고 호소만 하다가 결국 노예 1~2명 만 계속 구르고 나머지는 하는것도 배우는것도 없이 시간 버리게 된다. 들어가면 안될 창동은 다들 알고 있지?

4. 기숙사
밤 늦게까지 폰 하는건 상관 없는데 개발한답시고 노트북 들고와서 키보드 소리 시끄럽게 계속 내면서 새벽까지 불빛 번쩍이는것만큼 꼴보기 싫은게 없다. 괜히 기숙사에 노트북 반입 불가인게 아님
그리고 폐급 특징이 있는데 이새끼들은 진짜 존나 더럽다. 침대 사이드에 지 쓰레기 다 쳐 박아두는건 기본이며 빨래 건조대에 옷 존나 쌓아두고 캐비넷 열면 옷이 걸려있는게 아니라 걍 무더기로 쌓아져있다.
특히 안씻는 새끼들이 문제인데 남들이랑 같이 씻으면 부끄럽다고 2~3일에 한번씩 저녁시간에 씻는놈들은 좀 제발 매일 1번씩은 씻으려고 노력해봐라

5. 연애
솔직히 연애하는건 별로 알빠가 아니다.
문제는 시끄럽고 꼴보기 싫게 연애하는거임
그냥 조용히 사귀면 되는데 꼭 몇몇 커플들은 지들 사귀는거 존나 티내고 수업시간 쉬는시간 동아리시간 안가리고 쳐 스킨쉽 해대는데 지들만 모르지 뒤에서 얘기 존나 나온다.
손잡고 포옹하고 이정도면 별말을 안하는데 진짜 학교에서 유사 성행위를 하는 새끼들이 있는게 존나 충격이었다. 제발 여친 다리좀 그만 만지고 풋잡좀 그만하고 치마 속으로 손좀 그만 넣어라 그리고 머리 냄새는 대체 왜맡는거냐? 내가 알정도라는건 니들이 존나 티나게 대놓고 해서 그런거다. 학교 아니면 니들이 스킨쉽을 하든 뭘 하든 내 알빠가 아닌데 꼭 학교에서 하는 새끼들이 문제다.
그리고 디미고 와서 연애 처음 해봤을 것 같은 관상의 소유자들이 연애 전문가인척 꺼드럭대고 연애상담 해주겠다고 허세부리는거 좆같으니깐 작작해라
마지막으로 연애 하는건 좋은데 진짜 학기 초에는 하지 말아야 한다.
학기 초에 아직 적응 안된 상태에서 학교 캠퍼스마냥 생겨서 분위기도 있고 동아리랑 활동도 같이하고 서로 아침부터 밤까지 교실에 계속 붙어있으니깐 눈맞으면 바로 사귀는 얘들 정말 많다. 근데 환상 깨지는거 정말 순식간이다. 한두달만 지나면 디미고 환상도 깨지고 학기 초에 낭만 버프 입어서 사귄 애인도 매일 보니 안좋은 면이 보이기 시작하면서 식고 금방 깨진다. 괜히 흑역사 생기고 후회하지 말고 어느정도 적응한 뒤에 마음 맞는 얘랑 연애해라


디시에 자기 이름 올라와서 조리돌림 당하고 싶지 않으면 5개 적당히 지키면서 살아라 솔직히 저 5개는 기본중에 기본이고 정말 지키기 쉬운거다",디갤러,추천 32,조회 1164,2025.01.23 01:59:50,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3764&page=7
24기 웹플은 왜 벌써부터 욕 먹고있는거임?,[일반],"23기의 지능형 안티?
아니면 진짜 뻘짓?",디갤러,추천 2,조회 532,2025.01.22 21:58:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3762&page=7
트럼프 취임식은 왜 새벽에 하는거임?,[일반],"안졸린가?? 
디붕이들도 궁금하면 개추 눌러줘~


아 참고로 나는 24기 웹플임 ㅎㅎ
잘부탁해!!",디갤러,추천 38,조회 621,2025.01.21 01:17:56,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3761&page=7
1학년 ㅅㄱㅎ <- 얘 왜이러는거임?,[일반],성기훈,디갤러,추천 4,조회 761,2025.01.20 17:30:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3760&page=7
나 디미고 웹플 희망생인데,[일반],웹플이 뭘하길래 그렇게 이미지가 안좋냐? 내가 가서 정상적으로 행동해도 이미지 못바꾸나?,디갤러,추천 2,조회 574,2025.01.20 16:21:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3759&page=7
진단고사때,[일반],"밖에서 경광봉 들고 안내하시던분들 무슨과목 하시나요?
교문에 두명, 삼거리에 두명 계시던데",디갤러,추천 1,조회 694,2025.01.17 00:52:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3758&page=7
롤,[일반],"하다걸리면 ㅈ됨?
ㅈㄱㄴ",디갤러,추천 0,조회 665,2025.01.14 12:32:05,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3756&page=7
ㅇㅅ아 나도 너 몰카찍었어,[일반],미러링한거야~,디갤러,추천 37,조회 1160,2025.01.14 00:44:07,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3755&page=7
과제 다했냐?,[일반],ㅇ,디갤러,추천 1,조회 532,2025.01.14 00:04:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3754&page=7
얼음!!!!!!!,[일반],"난 이 학교를! 다녀봤어요!!! 지원하지마세요
이러다가 다 죽어요!!!!",디갤러,추천 30,조회 792,2025.01.12 22:23:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3753&page=7
7기 졸업생인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이글 너무 웃기네,[일반],"23기 과별 특징 정리 - 디미고 미니 갤러리
이비 겉으로 보기엔 제일 일반적인 애들. 내가 찐따여서인진모르겠지만 애들이 좀 무서움 선배나 같은 기수끼리 연애많이하는듯 공부ㅈㄴ안함디컨 여고같음 남자도 대부분 조용함 공부는 열심히하는데 성적은.. 애들이 다른반보다
gall.dcinside.com


16년이 지나도 과별 특성이 똑같네 신기하다",디갤러,추천 12,조회 1279,2025.01.10 01:44:59,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3751&page=7
24기들아 너희들이 꼭 알아야되는 것들이다,[일반],"1. 베네듀 꼭 해라
-> 학교에서 강조하는데에는 이유가 있다 이말이다

2. 일본문화
-> 중학교때는 애니 본다면 다 이상하게 보는데 아니다. 여기산 애니 안보고 일본어 못하면 찐@ 된다. 당당해져라. 첫날부터 유선이어폰으로 애니보면 학교에서 유명해질 수 있다.

3. 호감상
-> 일단 무조건 뿔태 + 거북목 + 멸치 + 입 벌리고 다니는 애들이랑 친해져라. 학교에서 유명해질 수 있다. 기본적으로 얘네가 공부 코딩 다 잘한다.

4. 동아리
-> 루나, 임플루드 이런데보다는 동아리증에서 돈을 제일 잘버
번다고 하는 ""그 동아리"" 들어가라 이말이다.  

5. 기숙사
-> 라면 먹어도 뭐라 안한다. 저녁이 배고프잖음? 전자레인지도 있고 뜨거운물도 있다. 젓가락은 사감쌤한테 젓가락 달라고 하면 주시고, 가끔 가다가 후식도 주심. 젓가락은 사감쌤한테 달라해라
+) 샤워는 1주일에 한번씩해라. 많이 씻으면 이미지 나빠진다.

6. 수업
-> 전공수업 꼼꼼히 들어라. 특히 최근이 새로오신 전공쌤이 있는데 수업이 ㄹㅈㄷ다. 시험이나 수행도 문제를 깔끔하게 내니깐 걱정 마라. 선생님이 아는게 많다

이것만 다 지키면 디미고 3년 편해진다 이말이다.",디갤러,추천 29,조회 1647,2025.01.09 04:59:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3750&page=7
디미고 머리,[일반],"디미고 준비하는 예비 중3인데요
혹시 펌하거나 그러면 뭐라고 해요?",디갤러,추천 1,조회 1819,2025.01.06 22:34:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3748&page=7
이거 신입생과제 꼭 다해가야되나요??,[일반],다안하면안됨?,디갤러,추천 0,조회 733,2025.01.05 13:33:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3746&page=7
같은 21기 취급하지마라,[일반],니네만 ㅈ망한거야,디갤러,추천 15,조회 1017,2025.01.05 02:27:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3745&page=7
21기 <== 그냥 디미고 올타임 최악의 기수면 개추 ㅋㅋ,[일반],본인 21기인데 솔직히 맞잖아,디갤러,추천 21,조회 1301,2025.01.05 01:56:40,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3743&page=7
해방과 맥사도되나요?,[일반],맥북 ㅈㄴ쓰고싶어서 에어 m3 고민중인데 학교에서 맥은 비추한다했어서 고민됩니다,디갤러,추천 0,조회 481,2025.01.04 22:00:40,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3742&page=7
역대급 재수생 갱신될거 같으면 개추 ㅋㅋ,[일반],미안하다 22기들,디갤러,추천 14,조회 908,2025.01.03 18:35:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3741&page=7
인생이 망한것처럼 느껴지는 21기는 흔들리지 말고 들어라,[일반],들었으면 출발,디갤러,추천 54,조회 1142,2025.01.03 18:25:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3740&page=7
전학,[일반],이제 고2인데 디미고 전학갈 수 있나요,디갤러,추천 0,조회 603,2025.01.02 00:04:30,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3739&page=7
멀티탭사지마라,[일반],이름쓰던안쓰던 한달뒤면 다 공용멀티탭된다,디갤러,추천 2,조회 507,2025.01.01 10:21:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3737&page=7
2024년 마지막 글,[일반],"성인이 되는 06년생도
학년이 올라가는 07,08년생도
고등학생이 되는 09년생도1년동안 수고 많았고 2025년도 다시 힘차게 시작해봐요!!",디갤러,추천 14,조회 781,2024.12.31 23:59:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3736&page=7
디미고 게이들아,[일반],1년동안 고생 많았고 특히 07들 화이팅해서 한번에 가자,ㅇㅇ,추천 6,조회 603,2024.12.31 19:08:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3735&page=7
아씨발,[일반],빨리좀 끝내라 짧치야,디갤러,추천 8,조회 537,2024.12.31 12:14:13,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3734&page=7
신입생들아,[일반],"노트북가방은 무조건 손잡이 있는걸로
멀티탭, 충전기에는 무조건 이름쓰셈


이것만 지켜도 10만원은 아낌",디갤러,추천 3,조회 426,2024.12.31 00:15:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3733&page=7
“노트북 이거 되나요?” 글 쓰기 전에 읽어보면 도움될 것들,[일반],"1. 맥북
    - 쌤들이 맥 설치파일 없는 프로그램 깔라고 할 때 구글링해서 대안 찾을 수 있을 정도 되면 사도 됨
    - 직기초 맥 없으니까 윈도우 노트북도 갖고는 있어야 함 아니면 페러렐즈 깔던지
    - 워드 거의 아무도 안 써서 한글 프로그램 안 샀으면 한컴독스(웹) 써야하는데 이거 ㅈㄴ불편함
    - 만약 정말 살 거라면 중고로 램 8기가 사오지 말고 16기가 이상 써라 ssd도 256 간당간당하니까 참고하고
    요약: 애초에 보통 사람은 거의 안 삼 뺑이치는 거 커버칠만큼 맥 쓰고 싶으면 감안해서 쓰던가

2. 그램 / 갤럭시북같은 울트라북 계열
    - 그냥 제일 무난함 컴퓨터 잘 모르면 얘네 사라
    - 망가졌을 때 수리하기 편하고 쿠팡같은 곳에서 세일 자주 함
    - 롤정도는 되는데 무거운 게임은 안된다고 생각해라
    요약: 노트북 뭘 사야 할지 몰라서 질문글 올릴 거면 웬만하면 이게 맞음


3. 2번 외의 일반노트북 (레노버, HP 등)
    - 싸고 괜찮은데 사양이나 후기 잘 따져야 함
    - 어짜피 3년 쓸건데 ㅈㄴ싼 거 쓰지 마라 후회한다
    요약: 이런 거 잘 찾아 쓰는 애들은 나보다 더 잘
알 거니까 알아서 쓰고 아님 2번이나 해라

4. 게이밍 노트북
    - 수업중에 겜하다가 쌤이 돌아다니기 시작해서 알트탭 눌러도 팬소음때문에 불시검문 받을 수도 있음
    - 무거움, 배터리 조루 (충전선 맨날 들고 왔디갔다 해야 함)
    - 어차피 이거 써도 그렇게 고사양 못 돌림
    요약: 소프트웨어 고생에 맥이 있으면 얜 하드웨어 고생임. 진짜 겜이 간절하면 사고


노트북 인치는 신입생 때 15인치 제한 뭐 이렇게 알려줬었는데 근들갑이고 니가 원하는 크기 써도 책상 옆에 걸어놓으면 됨 근데 13인치는 비추다 ㅈㄴ작음
그리고 연강 들을 때 항상 충전기 갖고 다니기 싫으면 배터리 최소 2시간은 넘게 가는 거 사라

반박받음",디갤러,추천 9,조회 692,2024.12.30 02:02:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3732&page=7
님들,[일반],베네듀 학습 플랜 완료하면 어케 해야함 저거 안눌림;;;,디갤러,추천 0,조회 309,2024.12.29 23:33:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3731&page=7
선배들,[일반],이거 베네듀 학습시간 어케 올라가는 거에요?,디갤러,추천 0,조회 339,2024.12.29 23:13:41,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3730&page=7
신입생들아 너네 노트북,[일반],"막상 너네가 뭘 사가던
진짜개똥컴이 아닌 이상
아 저거살걸 아 이거살걸 하는 후회는 안 듦
적어도 나는 그램쓰는데 학교 다니면서 한 번도 그런 생각 안 듦",디갤러,추천 2,조회 523,2024.12.28 23:09:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3728&page=7
하... 한남충들은 제발 읽어라,[일반],"한남충들 막상 블로그 쓰니 앞에서는 한 마디도 못할거면서 커뮤에서 부랄발광들이노 ㅋㅋㅋ

소추 그남들답게 뒤에서 욕하는 꼴이 그냥 웃기다노 ㅋㅋㅋ",디갤러,추천 25,조회 1023,2024.12.28 10:28:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3727&page=7
문득 궁금해지는 사실인데,[일반],"""여대는 있는데 남대는 왜 없음? 이거 성차별 아님?"" 라고 말하는것도 성차별임? 맞는말 아닌가",ㅇㅇ,추천 3,조회 434,2024.12.27 20:19:55,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3726&page=7
GPT 동덕여대 관련 발언 ㄷㄷ,[일반],,디갤러,추천 6,조회 577,2024.12.26 10:17:32,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3725&page=7
하..페미는 제발 읽어라,[일반],진짜 스토리에 그딴거 올리는거 좋게 안봐요,디갤러,추천 112,조회 2069,2024.12.24 00:02:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3724&page=7
"선배님들, 노트북 팬 소음 중요한가요",[일반],노트북 팬 소음같은거 크면 좀 그런가요?,ㅇㅇ,추천 6,조회 664,2024.12.23 01:33:38,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3723&page=7
노트북 ARM CPU써도 되나요?,[질문],갤북 엣지같이 arm cpu들어간 노트북 써도 되나요,ㅇㅇ,추천 1,조회 296,2024.12.22 22:19:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3722&page=7
선배님들 노트북 추천좀요,[일반],원래는 그램 프로 생각중이였는데 그램 비추글도 좀 보이고 겜도 돌릴거라서 다른거 알아보고있는데 뭐사야될지 감이 안잡힙니다 추천좀 해주십쇼,디갤러,추천 1,조회 298,2024.12.22 19:33:56,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3721&page=7
선배님들 디미고에서 후드티되나요?,[일반],후드집업말고 그냥 후드티,디갤러,추천 1,조회 466,2024.12.22 12:35:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3720&page=7
선배님들 중에 BoB 하시는 분들 계신가요?,[일반],"이번 신입생입니다. 내년에 BoB 지원해볼 생각인데 학교생활과 BoB를 병행할 수 있을지 궁금해 경험해보신 선배님들의 조언을 구합니다.
찾아보니 7월 8월은 9 to 10이라 학교를 못 다닐 것 같고, 그 후로도 12월까지 팀 프로젝트를 진행해야하는 것으로 알고 있습니다. 경험해보신 선배님들은 이 기간을 어떻게 지내셨나요? 아예 학업을 포기해야할 정도인가요? 주변에 물어볼 곳이 없어서 여기다가 질문합니다.",디갤러,추천 1,조회 590,2024.12.21 17:06:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3719&page=7
중2 디컨 점수컷 137,[질문],"가내신으로 돌렸는데 119에 18, 137 나왔는데 이정도면 내년에 지원 가능할까요 디컨지망이요",디갤러,추천 0,조회 9879,2024.12.16 19:32:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3716&page=7
과잠 갖고싶은데 언제쯤 나오나요,[일반],"신입생인데
과잠 언제쯤 나오나요",디갤러,추천 3,조회 2693,2024.12.15 22:50:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3715&page=7
놋북 14인치 사도 상관없나요,[일반],작아서 불편하다던가 그런거 있나요?,ㅇㅇ,추천 0,조회 2185,2024.12.15 19:16:14,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3714&page=7
이비 프로그램,[일반],이비에서 쓰는 어도비 같은거 학교에서 지원해줌?,디갤러,추천 0,조회 2152,2024.12.14 21:49:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3712&page=7
동아리 요즘 어디가 좋나요..?,[일반],"신입생입니다ㅜㅜ
동아리 어디가 좋아요?",디갤러,추천 1,조회 1044,2024.12.12 20:28:00,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3711&page=7
디미고들어갈건데,[일반],"지금 중2고
1학기때 평균은 90넘는데
2학기가 지금 평균이 87 정도 나올거같아요
누구말로는 90점 안넘으면 원서 접수조차 안된다는데 사실인가요?",디갤러,추천 0,조회 647,2024.12.11 21:44:15,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3710&page=7
해방과 137.7 가능한가요,[일반],ㅈㄱㄴ,디갤러,추천 0,조회 391,2024.12.11 13:24:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3709&page=7
신입생 과제,[일반],안하면 학교생활 시작부터 꼬이니까 알아서 해라ㅋㅋ,디갤러,추천 8,조회 614,2024.12.08 17:24:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3708&page=7
이비 놋북 ㅊㅊ,[일반],"ㅈㄱㄴ
+ 맥북 프로 ㄱㅊ음?",디갤러,추천 0,조회 520,2024.12.07 12:30:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3707&page=8
선배님들 신입생 베네듀 언제쯤 열리나요,[일반],ㅈㄱㄴ,디갤러,추천 0,조회 360,2024.12.07 08:59:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3706&page=8
이성적에 ㄱㄴ한가요,[일반],"국어 46
수학 50
영어 49
디미고 나머지는 안보는걸로 아는데 맞나요..? 중1이고 아직 지필 안봐서 50점만점입니다",디갤러,추천 0,조회 698,2024.12.06 19:39:07,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3705&page=8
속보)尹“올해 디미고 고3 성적 말이 안돼.. 다 처단해야“ 2차계엄선포,[일반],"6일 오후 2시 36분을 기하여 윤석열 대통령이 긴급 대국민 담화를 발표하여 ""현재 디미고 수능 성적은 반국가세력의 음모가 아니면 설명할 수 없다""며, 부득이하게 2차 계엄령을 선포했다

계엄사령관은 사교육 카르텔 처단의 명목으로 계엄군에게 H사의 현씨와 억씨를 긴급하게 체포하라고 지시하였다",디갤러,추천 38,조회 1679,2024.12.06 14:36:48,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3704&page=8
해방 예쁜사람 있나요,[일반],ㅋㅋ,ㅇㅇ,추천 0,조회 824,2024.12.05 16:38:59,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3702&page=8
노트북,[일반],싼거 사라 수업하는데 지장없다 ㅋㅋ,디갤러,추천 2,조회 385,2024.12.05 15:09:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3701&page=8
예비 웹플 필독(방학생활지침서),[일반],"1. 방학동안 애니 5편 이상 시청(애니라이프 등 불법 사이트에서 시청하기)
2. 15kg 이상 증량하기
3. 2주에 한번 씻기(비누, 바디워시, 샴푸 사용 금지)

이것만 지키면 웹플 평균 ㅆㄱㄴ이다",디갤러,추천 18,조회 652,2024.12.05 13:17:20,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3700&page=8
디미고에 너무 불만 가지지 마셈,[일반],"어차피 대학 가면 특전이 얼마나 적폐고 개사기인지 몸소 느끼게 될 거다
핸드폰 걷는 걸로 고소하겠다고 하는 건 매년 그러는 듯 우리 때도 그랬음 ㅋㅋ 축제 때 시끄럽다고 누가 경찰에 신고해서 출동한 적도 있음 우리학교 종특이 지 맘에 안 들면 고소 때리고 신고하고 그럼 ㅇㅇ",디갤러,추천 5,조회 818,2024.12.05 08:46:49,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3699&page=8
