제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
우흥폐렴덕에 수학여행도 글렀는데 자퇴할까?,[일반],"지금이라도 자퇴하고 러셀가면 서성한 ㅆㄱㄴ?
- dc official App","ㅇㅇ(180.228) 2020.05.30 22:09:07
조회 285 추천 7 댓글 0",추천 7,조회 285,2020.05.30 22:09:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=813&page=33
방영택샘 아직잇음?,[졸업생],ㅇㅇ?,"지금상황보고있는거야 2020.05.30 19:39:14
조회 289 추천 0 댓글 4",추천 0,조회 289,2020.05.30 19:39:14,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=812&page=33
최종웅 어떠냐,[일반],경험해본 사람들  말좀  듣고 싶음.,"ㅇㅇ(112.186) 2020.05.29 20:22:44
조회 298 추천 0 댓글 9",추천 0,조회 298,2020.05.29 20:22:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=810&page=33
이분 그리우면 개추 눌러보자ㅋㅋㅋ,[일반],일단 나부터,"ㅇㅇ(223.62) 2020.05.29 17:09:46
조회 485 추천 35 댓글 4",추천 35,조회 485,2020.05.29 17:09:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=809&page=33
교사할건데 동아리 스펙 ㄱㅊ함?,[일반],ㅇㅇ 근데 아직 신청 안받는거 같던데,"ㅇㅇ(220.127) 2020.05.28 23:30:08
조회 250 추천 0 댓글 3",추천 0,조회 250,2020.05.28 23:30:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=807&page=33
씨발 동아리 뭐해야됨?,[일반],"컴퓨터나 자동차 쪽으로 가려는데 설명 써놓은거 보면 다 비슷한거 같아서 그중에 갈만한 데 없나?

융합공학동아리(ESC) 컴퓨터프로그래밍(CPU) 소프트웨어반 공학탐구반(P.I.E) 프로그래밍응용학습반(PRANA) 컴퓨터활용반(Enter) 공학연구반(BEAT) 컴퓨터공학반

중에서 고르려는데 추천좀

그냥 다 좆까고 와이바이오가 답임?","ㅇㅇ(116.123) 2020.05.28 23:11:44
조회 381 추천 0 댓글 10",추천 0,조회 381,2020.05.28 23:11:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=806&page=33
일주일에 생선튀김만 2번 나온거 ㄹㅇ 실화냐?,[일반],개극혐임,"나이트 2020.05.26 13:16:49
조회 134 추천 0 댓글 1",추천 0,조회 134,2020.05.26 13:16:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=805&page=33
지형곤 선생님이 ebs온클에 올리신 애니 봤냐?,[일반],"1
이미지 순서 ON

동원 2학년들은 어제 충격적인 장면을 목격헀음

2

그 전설의 지형곤 선생님꼐서 2학년 ebs온라인 클래스에 수업 자료로 배드민턴 애니를 올리신거. 그것도 하이큐처럼 건전한 애니도 아니었음.

3
4

궁금해서 찾아봤는데 씹덕 요소가 섞인 배드민턴 만화더라.

https://youtu.be/lrZYKg6yrik
이건데 은근 ㅈㄴ 재밌어서 정주행할가 생각중




진짜 지형곤은 전설이다...","ㅇㅇ 2020.05.26 09:12:28
조회 1142 추천 11 댓글 4",추천 11,조회 1142,2020.05.26 09:12:28,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=804&page=33
급식실.jpg,[일반],"반투명이네
- dc official App","ㅇㅇ(180.228) 2020.05.25 14:27:54
조회 261 추천 3 댓글 2",추천 3,조회 261,2020.05.25 14:27:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=797&page=33
얘들아 구글 동원고 웹사이트 리다이렉트 반달먹었어,[일반],"구글에 동원고등학교 치고 수정제안 누른다음에 밑에 웹사이트 부분 좀 http://www.dongwon.hs.kr/ 로 바꿔죠. 
어떤놈인지 모르겠는데 반달먹은듯","ㅇㅇ(121.137) 2020.05.25 10:58:09
조회 174 추천 0 댓글 1",추천 0,조회 174,2020.05.25 10:58:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=796&page=33
"고3, N수 정시인데 모의고사 조졌으면 개추ㅋㅋㅋ",[일반],아ㅋㅋㅋ,"ㅇㅇ(223.62) 2020.05.24 21:03:16
조회 264 추천 7 댓글 1",추천 7,조회 264,2020.05.24 21:03:16,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=795&page=33
1학년 1학기 중간고사 때 무슨 과목 보나요?,[일반],올해 아직 안 알려주네,"ㅇㅇ(125.178) 2020.05.22 16:02:02
조회 184 추천 0 댓글 3",추천 0,조회 184,2020.05.22 16:02:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=793&page=33
형님들아 이과쪽은 동아리 어디 가는게 좋음?,[일반],가급적 화학 (or 물리) 쪽으로,"화려한조명 2020.05.21 12:33:18
조회 422 추천 0 댓글 10",추천 0,조회 422,2020.05.21 12:33:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=792&page=33
동아리 하나 하려하는데,[일반],인문쪽에 괜찮은 동아리 있음?,"ㅇㅇ(119.206) 2020.05.21 11:07:43
조회 283 추천 0 댓글 5",추천 0,조회 283,2020.05.21 11:07:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=791&page=33
급식,[일반],,"나이트 2020.05.20 13:13:55
조회 200 추천 3 댓글 1",추천 3,조회 200,2020.05.20 13:13:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=789&page=33
박용호 쌤 어떻습니까?,[일반],아는분은 써주십쇼,"박쌤의중국어 2020.05.20 11:40:59
조회 475 추천 0 댓글 4",추천 0,조회 475,2020.05.20 11:40:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=788&page=34
내일 ㅎㅎ,[일반],"우리 동붕이들 학교가는거 창문에서 내려다보면서 구경해야징~~
- dc official App","ㅇㅇ(223.62) 2020.05.20 02:40:17
조회 106 추천 2 댓글 0",추천 2,조회 106,2020.05.20 02:40:17,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=786&page=34
윤영선쌤 어떰??,[일반],"좋으심?
- dc official App","ㅇㅇ(116.121) 2020.05.20 00:08:06
조회 698 추천 0 댓글 9",추천 0,조회 698,2020.05.20 00:08:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=785&page=34
내일 밥 줘?,[일반],- dc official App,"dualSkewer 2020.05.19 18:26:07
조회 97 추천 0 댓글 1",추천 0,조회 97,2020.05.19 18:26:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=782&page=34
학교다니면서,[일반],"계명고 애들 본 적 있냐?
난 시험기간때 한두번 빼곤 본 적 없는듯
- dc official App","ㅇㅇ(223.62) 2020.05.18 13:34:36
조회 281 추천 4 댓글 2",추천 4,조회 281,2020.05.18 13:34:36,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=778&page=34
동원고 장점 사당 빨리 가는 거 말고 없지 않냐?,[일반],"학교 끝나고 놀러 갈 때 ㅈㄴ편함
ㅋㅋㅋㅋㅋㅋㅋㅋ","ㅇㅇ(118.220) 2020.05.17 12:15:13
조회 222 추천 0 댓글 3",추천 0,조회 222,2020.05.17 12:15:13,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=776&page=34
지난 2년간 느낀 동원고 리뷰.REAL,[후기],ㄴㅁㅊ,"ㅇㅇ(218.209) 2020.05.16 23:46:51
조회 1028 추천 6 댓글 3",추천 6,조회 1028,2020.05.16 23:46:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=773&page=34
다 찢겨져버린 사이 더 기워봐도,[일반],다시..,"ㅇㅇ(218.209) 2020.05.15 13:54:36
조회 202 추천 4 댓글 2",추천 4,조회 202,2020.05.15 13:54:36,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=767&page=34
이목식당,[졸업생],"아직도 있냐?

고1때 야자할때 친구들이랑 마니 먹었는데 ㅋㅋ

벌써 그게 5년전
- dc official App","ㅂㄴㄴㄴ(223.62) 2020.05.15 03:05:19
조회 225 추천 0 댓글 4",추천 0,조회 225,2020.05.15 03:05:19,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=766&page=34
망갤테스트,[일반],,"ㅇㅇ(211.212) 2020.05.14 23:37:01
조회 186 추천 19 댓글 1",추천 19,조회 186,2020.05.14 23:37:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=764&page=34
이세호 우파냐?,[일반],노? 노? 거리는거 존나 웃기네,"ㅇㅇ(121.136) 2020.05.14 14:06:27
조회 371 추천 2 댓글 7",추천 2,조회 371,2020.05.14 14:06:27,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=763&page=34
정지연 얼굴 보기 싫으면 개추,[일반],"우선 나부터 ㅋㅋ
- dc official App","동원고 빠빠리안(210.103) 2020.05.12 17:18:14
조회 469 추천 3 댓글 3",추천 3,조회 469,2020.05.12 17:18:14,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=755&page=34
동원,[일반],"참치
























ㅋㅋ.
- dc official App","ㅇㅇ(175.121) 2020.05.11 16:20:02
조회 111 추천 0 댓글 1",추천 0,조회 111,2020.05.11 16:20:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=752&page=34
동마갤 정모 2회 언제하나요?,[일반],"매화가 피던시절 정기모임이 개최되었었죠...
관리하시는분이 용기를내시고 유행가를 불러
회비를 벌었던게 갑자기 뇌리를 스치네요....

아, 참고로 이사진은 저번 정모때 사진입니다

동마갤여러분, 사모합니다","ㅇㅇ(175.223) 2020.05.11 14:18:58
조회 162 추천 0 댓글 2",추천 0,조회 162,2020.05.11 14:18:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=751&page=34
고3들,[일반],개학했누?,"ㅇㅅㅇ(59.11) 2020.05.11 10:05:30
조회 115 추천 0 댓글 1",추천 0,조회 115,2020.05.11 10:05:30,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=750&page=34
ㅇㅑㅇㅣ색ㅎㅣ더라,[일반],"요즘 글 안쓰고 다들 뭣들하냐??
- dc official App","ㅇㅇ(223.38) 2020.05.10 15:29:41
조회 105 추천 0 댓글 1",추천 0,조회 105,2020.05.10 15:29:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=749&page=34
대수성,[일반],,"ㅇㅇ(223.62) 2020.05.08 22:45:40
조회 156 추천 1 댓글 2",추천 1,조회 156,2020.05.08 22:45:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=747&page=34
고3 5/11 나머지 5/18 확정?,[일반],"등산 ㅅㅂ 토나오는데
- dc official App","ㅇㅇ(180.228) 2020.05.01 17:53:42
조회 117 추천 0 댓글 0",추천 0,조회 117,2020.05.01 17:53:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=743&page=34
동원고 에어컨 잘 틀어주나요?,[일반],".
- dc official App","ㅇㅇ(125.178) 2020.05.01 11:36:49
조회 257 추천 0 댓글 5",추천 0,조회 257,2020.05.01 11:36:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=740&page=34
이 ^^ㅣ발,[일반],공휴일에도 수업 존~나 올려놓고 그걸 금요일 오전까지 끝내라는게 말이냐?,"ㅇㅇ(211.197) 2020.05.01 09:49:29
조회 100 추천 1 댓글 1",추천 1,조회 100,2020.05.01 09:49:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=739&page=34
보통 수능 며칠전부터 자습줌?,[일반],"ㅈㄱㄴ
- dc official App","ㅇㅇ(180.228) 2020.04.24 23:53:58
조회 242 추천 0 댓글 5",추천 0,조회 242,2020.04.24 23:53:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=733&page=34
부정수강 결과라는거 진짜냐?,[일반],근데 솔직히 방학때랑 똑같은 강의 쳐올리고 보라는데 두개 같이 볼 수도 있는거아님? 이게 내잘못이냐고 ^^ㅣ발,"ㅇㅇ(211.221) 2020.04.24 14:51:50
조회 230 추천 1 댓글 3",추천 1,조회 230,2020.04.24 14:51:50,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=732&page=34
내일 학교가야함,[일반],"동붕이들 빨리 자
- dc official App","dualSkewer 2020.04.24 02:30:08
조회 111 추천 0 댓글 0",추천 0,조회 111,2020.04.24 02:30:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=731&page=34
동원고 태양의후예나옴?,[일반],"ㅇ
- dc official App","ㅇㅇ(223.38) 2020.04.23 00:07:51
조회 288 추천 0 댓글 1",추천 0,조회 288,2020.04.23 00:07:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=730&page=34
신입인데요 학교에서 담배 ㄱㄴ?,[일반],"ㅈㄱㄴ
- dc official App","ㅇㅇ(211.36) 2020.04.21 17:04:54
조회 323 추천 0 댓글 1",추천 0,조회 323,2020.04.21 17:04:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=728&page=34
여기 갤주가 경섭이 형님이시냐,[일반],"ㅇㅇ?
- dc official App","ㄱㄱ(49.161) 2020.04.21 00:44:07
조회 174 추천 0 댓글 1",추천 0,조회 174,2020.04.21 00:44:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=726&page=34
경문고 갤러리에서 놀러왔습니다.,[일반],"대단하다! 동원고!
- dc official App","인싸야붕이 2020.04.20 12:19:19
조회 468 추천 6 댓글 5",추천 6,조회 468,2020.04.20 12:19:19,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=724&page=34
엔번방특)피해자x 똥밟은창녀o,[일반],"반박시여초꼴페미
- dc official App","ㅇㅇ(8.38) 2020.04.19 16:47:04
조회 800 추천 89 댓글 8",추천 89,조회 800,2020.04.19 16:47:04,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=723&page=34
동원고에 좌파 많음?,[일반],방학과제가 유시민 책읽고 감상평 써오는거여서 비판점 존나 달아놨는데 한국사쌤 좌좀은 아니지?,"ㅇㅇ(175.195) 2020.04.17 18:32:14
조회 400 추천 1 댓글 8",추천 1,조회 400,2020.04.17 18:32:14,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=721&page=34
고1인데,[일반],학습분위기 어떤가요? 5지망이었어서 하나도 모르겠네요... 시험 난이도는 어려운 편인가요?,"ㅇㅇ(175.195) 2020.04.16 15:14:32
조회 382 추천 0 댓글 11",추천 0,조회 382,2020.04.16 15:14:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=720&page=34
3학년 방학숙제 검사함?,[일반],ㅇㅇ,"ㅇㅇ(92.38) 2020.04.15 15:59:59
조회 149 추천 1 댓글 2",추천 1,조회 149,2020.04.15 15:59:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=719&page=34
온라인수업 하나도 안들었는데 ㅈ된거냐,[일반],수시충인데 좆됐노,"ㅇㅇ(116.32) 2020.04.14 19:22:36
조회 220 추천 0 댓글 4",추천 0,조회 220,2020.04.14 19:22:36,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=718&page=34
이거 어떤 새끼냐,[일반],교사용 계정 프사 엄준식으로 바꾼 놈 누구야,"ㅇㅇ(1.242) 2020.04.10 14:28:42
조회 786 추천 13 댓글 2",추천 13,조회 786,2020.04.10 14:28:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=708&page=34
즐거운,[일반],- dc official App,"dualSkewer 2020.04.09 16:24:55
조회 196 추천 0 댓글 6",추천 0,조회 196,2020.04.09 16:24:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=705&page=34
밑에 동아리 관련 글 있길래 물어보는데,[일반],"다들 과학 관련 동아리 원탑은 어디라고 생각하냐

+수정
와이바이오 빼고 물어봐야 하는데 깜빡했다","ㅇㅇ(125.178) 2020.04.06 15:37:51
조회 452 추천 0 댓글 10",추천 0,조회 452,2020.04.06 15:37:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=702&page=34
ㅍㅕㅇ 이 왜 금지어야,[일반],ㅍㅕㅇ범을 못 쓰잖아 ㅆㅂ,"ㅇㅇ(1.242) 2020.04.06 13:22:18
조회 199 추천 0 댓글 2",추천 0,조회 199,2020.04.06 13:22:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=701&page=34
동아리 파이 어떰??,[일반],"궁금궁금
- dc official App","ㅇㅇ(39.117) 2020.04.06 10:08:45
조회 480 추천 0 댓글 22",추천 0,조회 480,2020.04.06 10:08:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=700&page=34
온라인 클래스 아직 의무 아닌데 하는 흑우 있냐?,[일반],개학일부터 하면 되고 지금은 시범운영이라 안 해도 됨,"ㅇㅇ(123.215) 2020.04.06 08:30:59
조회 162 추천 0 댓글 2",추천 0,조회 162,2020.04.06 08:30:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=699&page=34
동원고 선생들중에 대깨문 많냐?,[일반],우리 동붕이들은 아니제?,"대깨문(66.75) 2020.04.05 08:44:48
조회 322 추천 0 댓글 3",추천 0,조회 322,2020.04.05 08:44:48,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=698&page=34
서재후샘 어떻게 생각하냐,[일반],3학년 잘버티다 졸업 가능?,"ㅇㅇ(221.163) 2020.04.04 15:12:12
조회 274 추천 0 댓글 3",추천 0,조회 274,2020.04.04 15:12:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=696&page=34
급식 레전드는 이거지;,[일반],"미안하다 이거 보여주려고 어그로끌었다.. BJ 이차함수 싸움수준 ㄹㅇ실화냐? 진짜 세계관최강자들의 싸움이다.. 그강의하던 원장선생이 맞나? 진짜 이차함수는 전설이다..진짜옛날에 맨날 강의봤는데 왕같은존재인 탑솔러 되서 세계최강 전설적인 BJ된이차함수보면 진짜내가다 감격스럽고 중학교 수학부터 기벡까지 가슴울리는장면들이 뇌리에 스치면서 가슴이 웅장해진다..
- dc official App","ㅇㅇ(223.62) 2020.04.02 03:12:47
조회 361 추천 3 댓글 1",추천 3,조회 361,2020.04.02 03:12:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=692&page=34
동원고 급식 올타임 레전드,[일반],,"ㅇㅇ(121.137) 2020.04.01 09:35:32
조회 1018 추천 7 댓글 6",추천 7,조회 1018,2020.04.01 09:35:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=691&page=34
동원고 급식 올타임 레전드,[일반],"미안하다 이거 보여주려고 어그로끌었다.. 노무현 연설수준 ㄹㅇ실화냐? 진짜 세계관최강자의 연설이다.. 그 고졸 노무현이 맞나? 진짜 노무현은 전설이다..진짜옛날에 맨날노무현봘는데 왕같은존재인 대통령 되서 세계최강 전설적인 mc가된노무현보면 진짜내가다 감격스럽고 상록수 노래부터 작통권연설까지 가슴울리는장면들이 뇌리에 스치면서 가슴이 웅장해진다.. 그리고 청와대앞에 미사일날라오는 거대한 걸 이명박이 갑자기 순식간에 나타나서 부숴버리곤 개간지나게 노무현 없다면 한국을 지킬 자는 나밖에 없다 라며 바람처럼 사라진장면은 진짜 6공화국역사처음부터 본사람이면 안울수가없더라 진짜 너무 감격스럽고 mc무현을 최근에 알았는데 미안하다.. 지금응디시티보는데 진짜 586세대나와서 너무 감격스럽고 모두어엿하게 큰거보니 내가 다 뭔가 알수없는 추억이라해야되나 그런감정이 이상하게 얽혀있다.. 양숙이는 말이많아진거같다 좋은아내고..그리고 노건호왜욕하냐 귀여운데 노무현을보는것같다 성격도 닮았어 그리고노무현보리스 둘이싸워도 이기는 홍어같은존재 나온다는게 사실임?? 그리고인터닛에 쳐봣는디 이거 ㄹㅇㄹㅇ 진짜팩트냐?? 저적이 광주전남에 나오는 신급홍어임?ㅡ 노무현보리스 합체한거봐라 진짜 ㅆㅂ 이거보고 개충격먹어가지고 와 소리 저절로 나오더라 ;; 진짜 저건 개오지는데.. 저게 ㄹㅇ이면 진짜 꼭봐야돼 진짜 대한민국도 파괴시키는거아니야 .. 와 진짜 노무현보리스가 저렇게 되다니 진짜 눈물나려고했다.. 그라서 계속보는중인데 저거 ㄹㅇ이냐..? 하.. ㅆㅂ 노짱 보고싶다..  진짜언제 이렇게 신급 최강들이 되었을까 옛날생각나고 참여정부때생각나고 뭔가 슬프기도하고 좋기도하고 감격도하고 여러가지감정이 복잡하네.. 아무튼 노무현은 진짜 가수중
최거MC임..
- dc official App","ㅇㅇ(211.36) 2020.04.01 00:07:29
조회 691 추천 14 댓글 3",추천 14,조회 691,2020.04.01 00:07:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=690&page=34
온라인클래스 끝나면 몇시냐?,[일반],"ㅈㄱㅇ
- dc official App","ㅇㅇ(180.228) 2020.03.30 13:45:08
조회 116 추천 0 댓글 0",추천 0,조회 116,2020.03.30 13:45:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=689&page=34
온라인수업 씨발 좆같네,[일반],"잘시간인데

아침부터 공부를 쳐 하네

애미","ㅇㅇ(211.36) 2020.03.30 03:53:47
조회 237 추천 0 댓글 0",추천 0,조회 237,2020.03.30 03:53:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=688&page=34
ㅎㅇ,[졸업생],정시 연대 질문받음,"ㅇㅇ(116.123) 2020.03.29 01:24:11
조회 318 추천 0 댓글 15",추천 0,조회 318,2020.03.29 01:24:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=686&page=34
최선어학원 다니는 사람 있냐,[일반],난 브레인,"ㄴㄴ(125.178) 2020.03.28 00:46:41
조회 447 추천 1 댓글 4",추천 1,조회 447,2020.03.28 00:46:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=684&page=34
온라인 수강 실화임?,[일반],이거 출결 체크해서 꼭 들아야 된다는거 트루임?,"나이트 2020.03.27 13:34:36
조회 181 추천 0 댓글 3",추천 0,조회 181,2020.03.27 13:34:36,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=682&page=34
2020 학사일정(예비),[일반],여름방학 1주,"나이트 2020.03.11 17:11:16
조회 409 추천 7 댓글 0",추천 7,조회 409,2020.03.11 17:11:16,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=659&page=34
주딱은 졸업하면 물려주는거임?,[일반],ㅇㅇ?,"ㅇㅇ(110.14) 2020.03.19 00:23:19
조회 198 추천 0 댓글 1",추천 0,조회 198,2020.03.19 00:23:19,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=676&page=34
동붕 질문,[일반],고석화쌤 어떰?? 담ㅇㅁ으로 만나면,"ㅎㅇ(125.178) 2020.03.18 15:42:17
조회 135 추천 0 댓글 0",추천 0,조회 135,2020.03.18 15:42:17,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=675&page=35
4월 6일 개학이네 ㅋㅋㅋ,[일반],여름방학 삭제 각이냐,"ㅇㅇ(1.242) 2020.03.17 14:22:35
조회 125 추천 0 댓글 0",추천 0,조회 125,2020.03.17 14:22:35,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=673&page=35
4월 개학 각이냐?,[일반],"(대충 족같이 생겼다는 말)











(대충 망치로 찍어버리고 싶다는말)
- dc official App","ㅇㅇ(180.228) 2020.03.14 15:20:44
조회 167 추천 0 댓글 0",추천 0,조회 167,2020.03.14 15:20:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=672&page=35
동원고 보충 꿀팁,[후기],"국어:안진모 정무사
수학:이승송(얘는 수학 잘 못해서 보충 교재에서 시험문제 거기서 다 냄) 그리고 최경섭은 ㄹㅇ 에바임 걍 
자신이 수학에 자신 있다면 장순섭도 나쁘진 않음 
영어:노답 들을거면 조지영t나 신송인
사회:이우영 
과학:윤정섭(갓) 정영수 (ㄹㅇ 킹짱임 있으면 들어라) 김종태(지가 만든 교재(이지물리학) 요걸로 보충하던데 물리시험문제 많이 나오긴 하더라
근데 왠만하면 듣지마셈ㅋㅋㅋㅋ","ㅇㅇ(125.178) 2020.03.12 23:44:00
조회 1706 추천 12 댓글 5",추천 12,조회 1706,2020.03.12 23:44:00,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=666&page=35
수원갤에서 퍼옴))현재 동원고,[후기],"1. 충효반 

아마 작년도엔 충효반 없어지고 영재반이 있었다는걸 알거임. 근데 영재반애들 실력이 반정도는 개판이라 성적순대로 충효반 새로뽑음. 그래서 걔네한테 자습실 쓰게하는거였는데, 교육청에 걸려서 충효반폐지→자습실은 영재반만 사용.(아는애가 영재반에서 짤렸는데 살아남은애들 보니까 ㅂㅅ같이해도 와이바이오면 붙은거 같다는데?참고로 짤린애는 공부잘하고 영재반도 열심히함.) 

2. 동아리 
죽어가는 동아리가 점점 늘어남. 
그만큼 신생동아리도 생겼는데 잘 될지는 않을듯. 

3. 선생닙 
필자가 현재 2학년이라 느낀건데, 동원고 선생들중에 1학년 담당이 시궁창임ㅋㅋㅋㅋ 2학년 선생이 아무리 싫어도 1학년 담당 꼰대새끼들 보단 훨씬 좋으심. 

4. 와이바이오 
이새끼들 개불쌍함. 제대로말하면 이성석이 이상함. 
먼가 애들 오지게 갈굼. 지맘대로 애들 다뽑아버리고, 올해에 딴동아리들은 대부분 1학년 10명정도 뽑는데 와바는 이성석이 14명정도 뽑아감. 점점 개썅마이웨이 

5.은퇴 
박봉현 김선호 정충호 장동민 선생님 은퇴. 

6.야자 
제발 하지말자.분위기도 좆같은데 1~2분 늦게들어왔다고 복도에서 지랄해댐. 그런식으로 쭉 관리하는것도 아니고 30분 지나면 관리 안함. 

정말 다니면서 느낀건데, 우리학교는 학년별 엠생들 20명 정도만 짜르고 선생들만 물갈이 해도 훠어어얼씬 좋아질듯.
- dc official App","그그 2018.04.08 23:53:56
조회 2963 추천 0 댓글 1",추천 0,조회 2963,2018.04.08 23:53:56,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=82&page=35
