제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
삼공 재학생들 들어라,,"저솔직히 뷰도 별로없고 별로 안볼꺼 알긴아는데 말해준다

2018년 졸업생이고 

이학교가 얼마나 병신인지 재학생들은 알꺼다
 학교자체가 생각보다 낙하산으로 들어온 선생들도 많다 *  니네 쌤들 차타고 다니는거 보면안다 잘봐라

뭐 교육청이나 정부에서 지원받을려고 하는거는 일단 하고보는 주의라고 보면된다

신생 학과나 교육과정등 학교에서 하는거는 대부분 그런거임

돈탈려고 보여주기식으로 커리큘럼 짜서

재대로 진행도 안하고 결국 지들끼리 해처먹는 그런곳

뭐 다른 타학교도 그렇긴 하겠지 ㅇㅇ

뭐 시도는 많이 할려고 하는데 근본없는 선생들이랑 공부못하는 학생들끼리 모이면서

환상의 콜라보레이션 보여준다 ㅋㅋ 진짜 씹가관이다

졸업하고 1년후 에들 보면 어버버거리다가 전문대 간에들이나 아니면 ㅈㄴ이상한 대학교 들어가고

몇몇은 공기업이나 대기업 들어감 ㅇㅇ 

근데 말이 그거지 일하는거 ㅈ도 전문성 없는거 알아야한다

뭐 중소기업 이런데 들어갔다고 실습으로 미리 3학년때 일하는거는 어짜피 선생들이랑

회사에서 딜쳐가지고 거의 꽁으로 너네 부려먹다가 버리는거니까 기대하지말고 ㅋㅋ결국 취업률 높일려고

학교에서 그러는거니까 뭐된듯 SNS에 씨부려봣자 결국에는 회사 어느순간 짤리거나 너네가 알아서 나가더라 ㅇㅇ

취업할려면 자격증 따야해서

자격증 따라고 학교에서 그러는데 

막상 학교에서 따게 해주는거 조또 없다고 봐야함ㅇㅇ

너네가 알아서 그냥 공부 열심히 해야하는데

그거 하겠냐 대부분? 공부하기 싫어서 온놈들인데

몇몇새끼들이 좀 무친놈처럼 열심히 하는데 뭐하나 쉽게 되는거 맞다고

걔네들은 뭘해도 될놈인거고 

사례들 보여주면 진짜 2011년 2013년 1년에 나올까 말까하는 그런에들을 보여주고 있다 ㅋㅋ

이것도 근데 과별로 다른데 전기과 전자과가 그나마 좋은듯 ㅇㅇ

근데 공부안할 놈들은 인문계 갈빠에 공고가서 그냥 몸쓰는 일하는게 좋다

선생님들 대부분은 진짜 잘모르니까 니네가 알아서 찾아보고 해야됨

화이팅해라","삼공(112.169) 2020.07.17 14:07:24
조회 709 추천 3 댓글 9",추천 3,조회 709,2020.07.17 14:07:24,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=45&page=5
유명 개인방송 BJ 꼭지노출...,,"지야코
- dc official App","ㅇㅇ(110.70) 2020.07.17 12:20:20
조회 1036 추천 2 댓글 0",추천 2,조회 1036,2020.07.17 12:20:20,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=43&page=5
신음소리 들려준다 다들어와라 ㄱㄱㄱㄱ,,꼴리면 개추,"ㅇㅇ(116.127) 2020.07.17 02:27:33
조회 453 추천 0 댓글 1",추천 0,조회 453,2020.07.17 02:27:33,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=42&page=5
근데 삼공 갤러리 갑자기 왜 뜬 거임??,,"??
- dc official App","ㅇㅇ(180.70) 2020.07.16 21:23:58
조회 416 추천 0 댓글 6",추천 0,조회 416,2020.07.16 21:23:58,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=41&page=5
아다땐 삼붕이 있노?,,빡통이라 절반은 있을거같다,"ㅇㅇ(110.70) 2020.07.16 20:52:11
조회 433 추천 0 댓글 2",추천 0,조회 433,2020.07.16 20:52:11,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=40&page=5
삼공현실 인정하면 개추,,"뭘인정해 씨발 ㅋㅋㅋㅋ

이글본거부터 너의인생은 공장&편돌이인생이야 씨발들아 ㅋㅋㅋ 낄낄
- dc official App","노무원순 2020.07.16 19:17:00
조회 412 추천 5 댓글 2",추천 5,조회 412,2020.07.16 19:17:00,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=39&page=5
삼일공고 1 2 3학년 줮밥들아 다덤벼 ㅋㅋ,,줮밥새끼들 ㅋㅋ,"ㅇㅇ(124.50) 2020.07.16 18:21:18
조회 263 추천 0 댓글 0",추천 0,조회 263,2020.07.16 18:21:18,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=38&page=5
[첼시 마이너 갤러리] 공지,,"[첼시 마이너 갤러리]는 삼일공고 학생들의 무궁한 앞날을 응원합니다
- dc official App","ㅇㅇ(121.142) 2020.07.16 18:01:47
조회 205 추천 2 댓글 0",추천 2,조회 205,2020.07.16 18:01:47,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=37&page=5
삼일상고에서 왓다,,"다이다이함깨자
- dc official App","ㅇㅇ(39.7) 2020.07.16 17:58:07
조회 360 추천 0 댓글 3",추천 0,조회 360,2020.07.16 17:58:07,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=36&page=6
310go! ㅋㅋㅋ,,- dc official App,"ㅇㅇ(39.121) 2020.07.16 17:54:03
조회 307 추천 0 댓글 2",추천 0,조회 307,2020.07.16 17:54:03,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=35&page=6
여기졸업하면 뭐하냐?,,공장들어감? 아님 수능치고 대학가냐?,"ㅇㅇ(182.215) 2020.07.16 17:53:44
조회 441 추천 0 댓글 4",추천 0,조회 441,2020.07.16 17:53:44,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=34&page=6
우한갤러리 일동은 삼일공고갤러리의 흥행을 기원합니다,,노무현,"ㅇㅇ(218.238) 2020.07.16 17:50:52
조회 168 추천 0 댓글 0",추천 0,조회 168,2020.07.16 17:50:52,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=33&page=6
응 어차피 180석이야,,니들이 이래도 학생의 80%s는 김동수 지지해,"ㅇㅇ(39.7) 2020.07.16 17:50:44
조회 285 추천 1 댓글 0",추천 1,조회 285,2020.07.16 17:50:44,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=32&page=6
왜 진짜노,,ㅋ,"ㅇㅇ(211.177) 2020.07.16 17:48:22
조회 138 추천 0 댓글 0",추천 0,조회 138,2020.07.16 17:48:22,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=31&page=6
여기 싸움 잘하는 새끼 누구 있냐??,,난 못함,"ㅇㅇ(175.198) 2020.07.16 17:48:08
조회 269 추천 0 댓글 0",추천 0,조회 269,2020.07.16 17:48:08,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=30&page=6
진짜 미쳐버린 삼일공고,,병신학교 ㄹㅇㅋㅋ,"ㅇㅇ(39.7) 2020.07.16 17:45:25
조회 340 추천 0 댓글 0",추천 0,조회 340,2020.07.16 17:45:25,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=28&page=6
좆병신 삼붕이 새끼들아,,느금마,"ㅇㅇ(39.7) 2020.07.16 17:44:55
조회 163 추천 0 댓글 0",추천 0,조회 163,2020.07.16 17:44:55,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=27&page=6
반갑노,,수정과에서 왔다,"ㅇㅇ(106.101) 2020.07.16 16:52:02
조회 86 추천 0 댓글 0",추천 0,조회 86,2020.07.16 16:52:02,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=26&page=6
병신들,,"병신들
- dc official App","ㅇㅇ(106.240) 2020.07.16 14:52:37
조회 107 추천 0 댓글 0",추천 0,조회 107,2020.07.16 14:52:37,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=25&page=6
오늘 뭔 날이노?,,"오늘만 글 몇 개가 올라온 거임
- dc official App","ㅇㅇ(211.36) 2020.07.16 13:24:28
조회 139 추천 0 댓글 0",추천 0,조회 139,2020.07.16 13:24:28,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=24&page=6
삼붕이들 화력한번보자,,"삼공온거 후회한다 개추
후회안한다 비추
우선 나부터 개추 ㅋㅋㅋ
- dc official App","노랑 2020.07.16 10:27:51
조회 432 추천 19 댓글 1",추천 19,조회 432,2020.07.16 10:27:51,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=22&page=6
삼공 졸업 게이 졸업 후 근황.doc,,"ㅈ도 없다 ㅋㅋ 걍 공고 나온 거 개 후회
20년도 체육관 앞에 있는 전x과 졸업한 게이다
페북에 문상 관련 어그로 글 있는데 ㅇㅇ 그거 보고 온 거 맞다 ㅋㅋ 이거 ㄹㅇ 실화냐?
가슴이 웅장해진다...


암튼.. 바야흐로 2019년.. 작년 여름방학이 지나고
취업을 준비하고 있었다 근데 뭣 같은 취업처는 근무환경인 ㅓ무 좋지 않다..취업공고 올라오는 거 구글이나 네이버에 검색해보면 정보도 별로 없고 다 제조/생산직이 아니겠노...

“와 이 학교 다니면서 취업하면 ㅈ 돼겠다”

핸들을 대학 입학으로 돌렸다
원서 넣으려고 하니 뭐? ㅆㅂ 특성화고라 내신 산출도 ㅈ같이 나오거나 어렵긴 커녕 너무 불리하다 성적도 1등급대 상위권도 아니라서 어중이 떠중이가 되버렸지 뭐야

이러면

인문계 어중이 > 실업계 어중이
아니겠노..ㄹㅇ

대학갈 거면 인문계 가라는 쓴배님들 말 들을 걸...

대기업, 공기업은 바라지도 않았다 진로도 그 쪽도 아니고

모 전문대 체육 관련으로 입학했다

1학기 다녀보고 중간기말고사 시험을 봤는데 4.08 학점.
괜찮게 봤다.. 장학금도 받으면서 ㅇㅇ

근데 이 전문대는 아닌 것 같다. 나 같은 경우엔 학벌 고집이 ㅈㅁ 있어서 좀 들어본 4년제로 체육관련으로 다녀보려고 한다

학원 다니면서
반수 시작 = 12월 수능(최저)
1월달 실기 준비

실기 무사히 잘 끝나 대학 붙으면 군대나 가려고 한다..

서론이 길었다 바로 본론.

실업계 가지마라 성적에 치여도 인문계에서 치이는 게 더 낫다

예외사항 :

1. 대기업 공기업도 안 바라고 생산직 최저 월급 150 받아가며 ㅈ빠지게 일 하고 싶다!
2. 전문대 가서 흥헹항 놀고 술 먹고 자빠지고 싶다!
3. 생각이 없다.

갤주야 문상 줘라 ㅋㅋ","ㅇㅇ(218.155) 2020.07.16 07:20:35
조회 1394 추천 8 댓글 10",추천 8,조회 1394,2020.07.16 07:20:35,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=21&page=6
야짤 달린다 삭제되기 전에 주워가라,,어휴 ㅋㅋ,"ㅇㅇ(211.48) 2020.07.16 02:04:04
조회 506 추천 1 댓글 0",추천 1,조회 506,2020.07.16 02:04:04,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=20&page=6
삼공게이들 투표좀,,"교장 김동수
비호감시 개추
호감시 비추
투표한번가자 씨발
- dc official App","ㅇㅇ(39.117) 2020.07.16 01:02:00
조회 480 추천 23 댓글 3",추천 23,조회 480,2020.07.16 01:02:00,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=19&page=6
솔직히 이거 대부분,,"페북에 이벤트 올라와서 하는거 아니냐
- dc official App","ㅇㅇㅇ 2020.07.16 01:01:40
조회 258 추천 0 댓글 2",추천 0,조회 258,2020.07.16 01:01:40,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=18&page=6
활동 열심히하네,,"아싸라 이런거잘모른다

- dc official App","ㅇㅇㅇ 2020.07.16 01:00:57
조회 136 추천 0 댓글 0",추천 0,조회 136,2020.07.16 01:00:57,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=17&page=6
삼공에서 유명한애들 누구있냐,,ㅈㄱㄴ 윤현상 김영기는 너무 흔하고 좀 마이너 한 애들,"ㅇㅇ(116.39) 2020.07.16 00:49:17
조회 685 추천 0 댓글 3",추천 0,조회 685,2020.07.16 00:49:17,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=15&page=6
밑글 작성자인데 삼공게이들 다들어디과노,,"댓글 ㄱㄱ 씹동수시 개추
- dc official App","ㅇㅇ(223.62) 2020.05.20 03:40:42
조회 371 추천 3 댓글 2",추천 3,조회 371,2020.05.20 03:40:42,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=13&page=6
삼공 다니는사람 투표 한번가자,,"김동수

호감시 개추


비호감시 비추
- dc official App","ㅇㅇ(223.62) 2020.05.18 05:19:07
조회 569 추천 15 댓글 0",추천 15,조회 569,2020.05.18 05:19:07,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=12&page=6
프갤러,,ㅇ,"ㅇㅇ(125.181) 2020.02.19 04:37:26
조회 282 추천 0 댓글 6",추천 0,조회 282,2020.02.19 04:37:26,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=10&page=6
크흠,,여기 절반이 담배핀다던데 이거 트루?,"...(118.223) 2019.02.09 22:07:43
조회 731 추천 127 댓글 2",추천 127,조회 731,2019.02.09 22:07:43,https://gall.dcinside.com/mgallery/board/view/?id=samilth&no=1&page=6
